Assembly Accession	Assembly Name	Annotation Release Date	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Species
GCF_051560085.1	ASM5156008v1	2025-07-30	Burkholderia pseudomallei		TSV270_S					GCF_051560085.1-RS_2025_07_30	Complete Genome	2025-07-29	JBPVQP01	2	Burkholderia pseudomallei
GCF_004348075.1	ASM434807v1	2025-07-23	Burkholderia pseudomallei		BPs116					GCF_004348075.1-RS_2025_07_23	Complete Genome	2019-03-13		2	Burkholderia pseudomallei
GCF_004367705.1	ASM436770v1	2025-07-23	Burkholderia pseudomallei		BPs112			Melioidosis patient		GCF_004367705.1-RS_2025_07_23	Complete Genome	2019-03-23		2	Burkholderia pseudomallei
GCF_004367725.1	ASM436772v1	2025-07-23	Burkholderia pseudomallei		BPs133			Melioidosis patient		GCF_004367725.1-RS_2025_07_23	Complete Genome	2019-03-23		2	Burkholderia pseudomallei
GCF_018228525.1	ASM1822852v1	2025-07-20	Burkholderia pseudomallei		N2					GCF_018228525.1-RS_2025_07_20	Complete Genome	2021-05-03		3	Burkholderia pseudomallei
GCF_018228385.1	ASM1822838v1	2025-07-20	Burkholderia pseudomallei		BD5					GCF_018228385.1-RS_2025_07_20	Complete Genome	2021-05-03		3	Burkholderia pseudomallei
GCF_018228605.1	ASM1822860v1	2025-07-20	Burkholderia pseudomallei		AW17-22					GCF_018228605.1-RS_2025_07_20	Complete Genome	2021-05-03		3	Burkholderia pseudomallei
GCF_018228585.1	ASM1822858v1	2025-07-20	Burkholderia pseudomallei		AW44					GCF_018228585.1-RS_2025_07_20	Complete Genome	2021-05-03		3	Burkholderia pseudomallei
GCF_018228345.1	ASM1822834v1	2025-07-20	Burkholderia pseudomallei		WC19					GCF_018228345.1-RS_2025_07_20	Complete Genome	2021-05-03		3	Burkholderia pseudomallei
GCF_018228565.1	ASM1822856v1	2025-07-20	Burkholderia pseudomallei		AW17-23					GCF_018228565.1-RS_2025_07_20	Complete Genome	2021-05-03		3	Burkholderia pseudomallei
GCF_018228545.1	ASM1822854v1	2025-07-20	Burkholderia pseudomallei		AW9					GCF_018228545.1-RS_2025_07_20	Complete Genome	2021-05-03		3	Burkholderia pseudomallei
GCF_003798265.1	ASM379826v1	2025-07-16	Burkholderia pseudomallei		FDAARGOS_592					GCF_003798265.1-RS_2025_07_16	Complete Genome	2018-11-20		2	Burkholderia pseudomallei
GCF_003445415.1	ASM344541v1	2025-07-07	Burkholderia pseudomallei		BEK					GCF_003445415.1-RS_2025_07_07	Complete Genome	2014-09-18		2	Burkholderia pseudomallei
GCF_018771365.1	ASM1877136v1	2025-06-25	Burkholderia pseudomallei		VBP21822					GCF_018771365.1-RS_2025_06_25	Complete Genome	2021-06-08		4	Burkholderia pseudomallei
GCF_030297255.1	ASM3029725v1	2025-06-21	Burkholderia pseudomallei		GTC3P0254T					GCF_030297255.1-RS_2025_06_21	Complete Genome	2023-05-16		2	Burkholderia pseudomallei
GCF_030297335.1	ASM3029733v1	2025-06-21	Burkholderia pseudomallei		KM390					GCF_030297335.1-RS_2025_06_21	Complete Genome	2023-05-16		2	Burkholderia pseudomallei
GCF_030297215.1	ASM3029721v1	2025-06-21	Burkholderia pseudomallei		GTC3P0050					GCF_030297215.1-RS_2025_06_21	Complete Genome	2023-05-16		2	Burkholderia pseudomallei
GCF_030297235.1	ASM3029723v1	2025-06-21	Burkholderia pseudomallei		GTC3P0054					GCF_030297235.1-RS_2025_06_21	Complete Genome	2023-05-16		2	Burkholderia pseudomallei
GCF_030297275.1	ASM3029727v1	2025-06-21	Burkholderia pseudomallei		Kanagawa					GCF_030297275.1-RS_2025_06_21	Complete Genome	2023-05-16		2	Burkholderia pseudomallei
GCF_030297295.1	ASM3029729v1	2025-06-21	Burkholderia pseudomallei		Tokushima					GCF_030297295.1-RS_2025_06_21	Complete Genome	2023-05-16		2	Burkholderia pseudomallei
GCF_030297195.1	ASM3029719v1	2025-06-21	Burkholderia pseudomallei		GTC3P0019					GCF_030297195.1-RS_2025_06_21	Complete Genome	2023-05-16		2	Burkholderia pseudomallei
GCF_030297355.1	ASM3029735v1	2025-06-21	Burkholderia pseudomallei		KM391					GCF_030297355.1-RS_2025_06_21	Complete Genome	2023-05-16		2	Burkholderia pseudomallei
GCF_030297315.1	ASM3029731v1	2025-06-21	Burkholderia pseudomallei		KM376					GCF_030297315.1-RS_2025_06_21	Complete Genome	2023-05-16		3	Burkholderia pseudomallei
GCF_038983115.1	ASM3898311v1	2025-05-26	Burkholderia pseudomallei		SCBP007					GCF_038983115.1-RS_2025_05_26	Complete Genome	2024-05-01	JAQIYQ01	2	Burkholderia pseudomallei
GCF_038983225.1	ASM3898322v1	2025-05-26	Burkholderia pseudomallei		SCBP001					GCF_038983225.1-RS_2025_05_26	Complete Genome	2024-05-01	JAQIYP01	2	Burkholderia pseudomallei
GCF_050320195.1	UFBP490F	2025-05-13	Burkholderia pseudomallei		490f					GCF_050320195.1-RS_2025_05_13	Complete Genome	2025-05-14		2	Burkholderia pseudomallei
GCF_016864355.1	ASM1686435v1	2025-04-20	Burkholderia pseudomallei		VB29710					GCF_016864355.1-RS_2025_04_20	Complete Genome	2021-02-11		2	Burkholderia pseudomallei
GCF_017378355.1	ASM1737835v1	2025-04-20	Burkholderia pseudomallei		VBP21885					GCF_017378355.1-RS_2025_04_20	Complete Genome	2021-03-18		2	Burkholderia pseudomallei
GCF_017378235.1	ASM1737823v1	2025-04-20	Burkholderia pseudomallei		VBM23831					GCF_017378235.1-RS_2025_04_20	Complete Genome	2021-03-18		3	Burkholderia pseudomallei
GCF_004367685.1	ASM436768v1	2025-04-19	Burkholderia pseudomallei		BPs123					GCF_004367685.1-RS_2025_04_19	Complete Genome	2019-03-23		2	Burkholderia pseudomallei
GCF_004348055.1	ASM434805v1	2025-04-19	Burkholderia pseudomallei		BPs115					GCF_004348055.1-RS_2025_04_19	Complete Genome	2019-03-13		2	Burkholderia pseudomallei
GCF_004367665.1	ASM436766v1	2025-04-19	Burkholderia pseudomallei		BPs114					GCF_004367665.1-RS_2025_04_19	Complete Genome	2019-03-23		2	Burkholderia pseudomallei
GCF_017378195.1	ASM1737819v1	2025-04-16	Burkholderia pseudomallei		VBM21885					GCF_017378195.1-RS_2025_04_16	Complete Genome	2021-03-18		2	Burkholderia pseudomallei
GCF_017378275.1	ASM1737827v1	2025-04-16	Burkholderia pseudomallei		VBP399					GCF_017378275.1-RS_2025_04_16	Complete Genome	2021-03-18		2	Burkholderia pseudomallei
GCF_017378155.1	ASM1737815v1	2025-04-16	Burkholderia pseudomallei		VBM21822					GCF_017378155.1-RS_2025_04_16	Complete Genome	2021-03-18		3	Burkholderia pseudomallei
GCF_017378435.1	ASM1737843v1	2025-04-16	Burkholderia pseudomallei		VBP23831					GCF_017378435.1-RS_2025_04_16	Complete Genome	2021-03-18		2	Burkholderia pseudomallei
GCF_004323015.1	ASM432301v1	2025-04-11	Burkholderia pseudomallei		BPs110					GCF_004323015.1-RS_2025_04_11	Complete Genome	2019-03-04		2	Burkholderia pseudomallei
GCF_004323035.1	ASM432303v1	2025-04-11	Burkholderia pseudomallei		BPs111					GCF_004323035.1-RS_2025_04_11	Complete Genome	2019-03-04		2	Burkholderia pseudomallei
GCF_000757015.2	ASM75701v2	2025-04-07	Burkholderia pseudomallei		PHLS 112					GCF_000757015.2-RS_2025_04_07	Complete Genome	2015-03-20		2	Burkholderia pseudomallei
GCF_000959305.1	ASM95930v1	2025-04-07	Burkholderia pseudomallei		MSHR668					GCF_000959305.1-RS_2025_04_07	Complete Genome	2015-03-20		2	Burkholderia pseudomallei
GCF_000959285.1	ASM95928v1	2025-04-07	Burkholderia pseudomallei K96243		K96243					GCF_000959285.1-RS_2025_04_07	Complete Genome	2015-03-20		2	Burkholderia pseudomallei
GCF_000959145.1	ASM95914v1	2025-04-07	Burkholderia pseudomallei 406e		406E					GCF_000959145.1-RS_2025_04_07	Complete Genome	2015-03-20		2	Burkholderia pseudomallei
GCF_000959125.1	ASM95912v1	2025-04-07	Burkholderia pseudomallei 1026b		1026b					GCF_000959125.1-RS_2025_04_07	Complete Genome	2015-03-20		2	Burkholderia pseudomallei
GCF_000757035.2	ASM75703v2	2025-04-07	Burkholderia pseudomallei Pasteur 52237		Pasteur 52237					GCF_000757035.2-RS_2025_04_07	Complete Genome	2015-03-20		2	Burkholderia pseudomallei
GCF_000959265.1	ASM95926v1	2025-04-07	Burkholderia pseudomallei 7894		7894					GCF_000959265.1-RS_2025_04_07	Complete Genome	2015-03-20		2	Burkholderia pseudomallei
GCF_000959225.1	ASM95922v1	2025-04-07	Burkholderia pseudomallei MSHR2543		MSHR2543					GCF_000959225.1-RS_2025_04_07	Complete Genome	2015-03-20		2	Burkholderia pseudomallei
GCF_052073595.1	ASM5207359v1	2025-08-17	Enterobacter hormaechei		EH18242023BG					GCF_052073595.1-RS_2025_08_17	Complete Genome	2025-08-17	JBQHIK01	6	Enterobacter hormaechei
GCF_052073625.1	ASM5207362v1	2025-08-17	Enterobacter hormaechei		EH36082023BG					GCF_052073625.1-RS_2025_08_17	Complete Genome	2025-08-17	JBQHIL01	4	Enterobacter hormaechei
GCF_052073395.1	ASM5207339v1	2025-08-17	Enterobacter hormaechei		EH9642024BG					GCF_052073395.1-RS_2025_08_17	Complete Genome	2025-08-17	JBQHIM01	3	Enterobacter hormaechei
GCF_030732205.1	ASM3073220v1	2025-08-14	Enterobacter hormaechei		RSY19					GCF_030732205.1-RS_2025_08_14	Complete Genome	2023-08-15		2	Enterobacter hormaechei
GCF_030717405.1	ASM3071740v1	2025-08-11	Enterobacter hormaechei		MRSN791417					GCF_030717405.1-RS_2025_08_11	Complete Genome	2023-08-12		9	Enterobacter hormaechei
GCF_051799885.1	ASM5179988v1	2025-08-05	Enterobacter hormaechei		ST4					GCF_051799885.1-RS_2025_08_05	Complete Genome	2025-08-06		1	Enterobacter hormaechei
GCF_051617875.1	ASM5161787v1	2025-07-31	Enterobacter hormaechei		CPO413					GCF_051617875.1-RS_2025_07_31	Complete Genome	2025-08-01		4	Enterobacter hormaechei
GCF_051560505.1	ASM5156050v1	2025-07-30	Enterobacter hormaechei		CPO025					GCF_051560505.1-RS_2025_07_30	Complete Genome	2025-07-31		3	Enterobacter hormaechei
GCF_051561185.1	ASM5156118v1	2025-07-30	Enterobacter hormaechei		CPO278					GCF_051561185.1-RS_2025_07_30	Complete Genome	2025-07-31		2	Enterobacter hormaechei
GCF_051549645.1	ASM5154964v1	2025-07-30	Enterobacter hormaechei		EN2209347					GCF_051549645.1-RS_2025_07_30	Complete Genome	2025-07-31		4	Enterobacter hormaechei
GCF_030486465.1	ASM3048646v1	2025-07-16	Enterobacter hormaechei subsp. xiangfangensis		Eh8322_LBHALD					GCF_030486465.1-RS_2025_07_16	Complete Genome	2023-07-16		3	Enterobacter hormaechei
GCF_051307155.1	ASM5130715v1	2025-07-14	Enterobacter hormaechei		APO23					GCF_051307155.1-RS_2025_07_14	Complete Genome	2025-07-15		2	Enterobacter hormaechei
GCF_030413825.1	ASM3041382v1	2025-07-11	Enterobacter hormaechei		Eh202_LBHALD					GCF_030413825.1-RS_2025_07_11	Complete Genome	2023-07-10		2	Enterobacter hormaechei
GCF_051131905.1	ASM5113190v1	2025-06-29	Enterobacter hormaechei		EH60					GCF_051131905.1-RS_2025_06_29	Complete Genome	2025-06-29		8	Enterobacter hormaechei
GCF_051093635.1	ASM5109363v1	2025-06-27	Enterobacter hormaechei		NY14259					GCF_051093635.1-RS_2025_06_27	Complete Genome	2025-06-27		5	Enterobacter hormaechei
GCF_051092895.1	ASM5109289v1	2025-06-27	Enterobacter hormaechei		NY14255					GCF_051092895.1-RS_2025_06_27	Complete Genome	2025-06-27		9	Enterobacter hormaechei
GCF_051092825.1	ASM5109282v1	2025-06-27	Enterobacter hormaechei subsp. xiangfangensis		NY14253					GCF_051092825.1-RS_2025_06_27	Complete Genome	2025-06-27		6	Enterobacter hormaechei
GCF_051093565.1	ASM5109356v1	2025-06-27	Enterobacter hormaechei subsp. xiangfangensis		NY14256					GCF_051093565.1-RS_2025_06_27	Complete Genome	2025-06-27		5	Enterobacter hormaechei
GCF_051092005.1	ASM5109200v1	2025-06-27	Enterobacter hormaechei subsp. xiangfangensis		NY14244					GCF_051092005.1-RS_2025_06_27	Complete Genome	2025-06-27		6	Enterobacter hormaechei
GCF_051092075.1	ASM5109207v1	2025-06-27	Enterobacter hormaechei subsp. xiangfangensis		NY14250					GCF_051092075.1-RS_2025_06_27	Complete Genome	2025-06-27		5	Enterobacter hormaechei
GCF_051091335.1	ASM5109133v1	2025-06-26	Enterobacter hormaechei		NY14116					GCF_051091335.1-RS_2025_06_26	Complete Genome	2025-06-27		5	Enterobacter hormaechei
GCF_051089675.1	ASM5108967v1	2025-06-26	Enterobacter hormaechei		NY5732					GCF_051089675.1-RS_2025_06_26	Complete Genome	2025-06-27		4	Enterobacter hormaechei
GCF_051090075.1	ASM5109007v1	2025-06-26	Enterobacter hormaechei		NY5808					GCF_051090075.1-RS_2025_06_26	Complete Genome	2025-06-27		3	Enterobacter hormaechei
GCF_051090735.1	ASM5109073v1	2025-06-26	Enterobacter hormaechei subsp. xiangfangensis		NY5821					GCF_051090735.1-RS_2025_06_26	Complete Genome	2025-06-27		3	Enterobacter hormaechei
GCF_051091715.1	ASM5109171v1	2025-06-26	Enterobacter hormaechei subsp. xiangfangensis		NY14234					GCF_051091715.1-RS_2025_06_26	Complete Genome	2025-06-27		4	Enterobacter hormaechei
GCF_051089665.1	ASM5108966v1	2025-06-26	Enterobacter hormaechei subsp. xiangfangensis		NY5744					GCF_051089665.1-RS_2025_06_26	Complete Genome	2025-06-27		3	Enterobacter hormaechei
GCF_051091755.1	ASM5109175v1	2025-06-26	Enterobacter hormaechei subsp. xiangfangensis		NY14237					GCF_051091755.1-RS_2025_06_26	Complete Genome	2025-06-27		6	Enterobacter hormaechei
GCF_051090725.1	ASM5109072v1	2025-06-26	Enterobacter hormaechei subsp. xiangfangensis		NY5818					GCF_051090725.1-RS_2025_06_26	Complete Genome	2025-06-27		6	Enterobacter hormaechei
GCF_038627025.1	ASM3862702v2	2025-06-23	Enterobacter hormaechei		2024CK-00477					GCF_038627025.1-RS_2025_06_23	Complete Genome	2024-06-12		3	Enterobacter hormaechei
GCF_038627095.1	ASM3862709v2	2025-06-23	Enterobacter hormaechei		2024CK-00534					GCF_038627095.1-RS_2025_06_23	Complete Genome	2024-06-12		3	Enterobacter hormaechei
GCF_038627045.1	ASM3862704v2	2025-06-23	Enterobacter hormaechei		2024CK-00476					GCF_038627045.1-RS_2025_06_23	Complete Genome	2024-06-12		3	Enterobacter hormaechei
GCF_038418305.1	ASM3841830v2	2025-06-23	Enterobacter hormaechei		2024CK-00459					GCF_038418305.1-RS_2025_06_23	Complete Genome	2024-06-12		6	Enterobacter hormaechei
GCF_030324195.1	ASM3032419v1	2025-06-22	Enterobacter hormaechei		EHX_PAT_001					GCF_030324195.1-RS_2025_06_22	Complete Genome	2023-06-22		4	Enterobacter hormaechei
GCF_023734835.1	ASM2373483v1	2025-06-20	Enterobacter hormaechei		FUJ80003					GCF_023734835.1-RS_2025_06_20	Complete Genome	2022-06-05		2	Enterobacter hormaechei
GCF_050883155.1	ASM5088315v1	2025-06-11	Enterobacter hormaechei		NY3181					GCF_050883155.1-RS_2025_06_11	Complete Genome	2025-06-12		6	Enterobacter hormaechei
GCF_050883685.1	ASM5088368v1	2025-06-11	Enterobacter hormaechei		NY3627					GCF_050883685.1-RS_2025_06_11	Complete Genome	2025-06-12		3	Enterobacter hormaechei
GCF_050871255.1	ASM5087125v1	2025-06-11	Enterobacter hormaechei		NY2616					GCF_050871255.1-RS_2025_06_11	Complete Genome	2025-06-12		3	Enterobacter hormaechei
GCF_050884245.1	ASM5088424v1	2025-06-11	Enterobacter hormaechei		NY5292					GCF_050884245.1-RS_2025_06_11	Complete Genome	2025-06-12		3	Enterobacter hormaechei
GCF_050871265.1	ASM5087126v1	2025-06-11	Enterobacter hormaechei		NY2861					GCF_050871265.1-RS_2025_06_11	Complete Genome	2025-06-12		4	Enterobacter hormaechei
GCF_050871225.1	ASM5087122v1	2025-06-11	Enterobacter hormaechei		NY1016					GCF_050871225.1-RS_2025_06_11	Complete Genome	2025-06-12		4	Enterobacter hormaechei
GCF_050871245.1	ASM5087124v1	2025-06-11	Enterobacter hormaechei subsp. xiangfangensis		NY1526					GCF_050871245.1-RS_2025_06_11	Complete Genome	2025-06-12		5	Enterobacter hormaechei
GCF_050871235.1	ASM5087123v1	2025-06-11	Enterobacter hormaechei subsp. xiangfangensis		NY1316					GCF_050871235.1-RS_2025_06_11	Complete Genome	2025-06-12		4	Enterobacter hormaechei
GCF_050883545.1	ASM5088354v1	2025-06-11	Enterobacter hormaechei subsp. xiangfangensis		NY3231					GCF_050883545.1-RS_2025_06_11	Complete Genome	2025-06-12		3	Enterobacter hormaechei
GCF_050883695.1	ASM5088369v1	2025-06-11	Enterobacter hormaechei subsp. xiangfangensis		NY5291					GCF_050883695.1-RS_2025_06_11	Complete Genome	2025-06-12		6	Enterobacter hormaechei
GCF_050871215.1	ASM5087121v1	2025-06-11	Enterobacter hormaechei subsp. xiangfangensis		NY14233					GCF_050871215.1-RS_2025_06_11	Complete Genome	2025-06-12		2	Enterobacter hormaechei
GCF_038069265.1	ASM3806926v2	2025-06-09	Enterobacter hormaechei		2024CK-00374					GCF_038069265.1-RS_2025_06_09	Complete Genome	2024-05-31		4	Enterobacter hormaechei
GCF_038626985.1	ASM3862698v2	2025-06-09	Enterobacter hormaechei		2024CK-00479					GCF_038626985.1-RS_2025_06_09	Complete Genome	2024-05-31		4	Enterobacter hormaechei
GCF_008370065.2	ASM837006v2	2025-06-05	Enterobacter hormaechei		E11					GCF_008370065.2-RS_2025_06_05	Complete Genome	2024-06-06		2	Enterobacter hormaechei
GCF_025398395.2	ASM2539839v2	2025-06-02	Enterobacter hormaechei		2020CK-00376					GCF_025398395.2-RS_2025_06_02	Complete Genome	2023-06-02		3	Enterobacter hormaechei
GCF_039906065.1	ASM3990606v1	2025-05-30	Enterobacter hormaechei		YY1					GCF_039906065.1-RS_2025_05_30	Complete Genome	2024-05-31		2	Enterobacter hormaechei
GCF_001618345.2	ASM161834v2	2025-08-31	Escherichia coli		Ecol_745					GCF_001618345.2-RS_2025_08_31	Complete Genome	2016-07-12		2	Escherichia coli
GCF_034643695.1	ASM3464369v1	2025-08-31	Escherichia coli		KE47					GCF_034643695.1-RS_2025_08_31	Complete Genome	2023-12-26		2	Escherichia coli
GCF_003122105.1	ASM312210v1	2025-08-31	Escherichia coli		ECCRA-119					GCF_003122105.1-RS_2025_08_31	Complete Genome	2018-05-13		4	Escherichia coli
GCF_030717665.1	ASM3071766v1	2025-08-27	Escherichia coli		QML220601					GCF_030717665.1-RS_2025_08_27	Complete Genome	2023-08-13		2	Escherichia coli
GCF_024499095.1	ASM2449909v1	2025-08-27	Escherichia coli		CPww7					GCF_024499095.1-RS_2025_08_27	Complete Genome	2022-08-01		6	Escherichia coli
GCF_024499265.1	ASM2449926v1	2025-08-27	Escherichia coli		LP50-1					GCF_024499265.1-RS_2025_08_27	Complete Genome	2022-08-01		8	Escherichia coli
GCF_024496025.1	ASM2449602v1	2025-08-27	Escherichia coli		035152					GCF_024496025.1-RS_2025_08_27	Complete Genome	2022-07-31		2	Escherichia coli
GCF_024499115.1	ASM2449911v1	2025-08-27	Escherichia coli		CP52E					GCF_024499115.1-RS_2025_08_27	Complete Genome	2022-08-01		6	Escherichia coli
GCF_024499305.1	ASM2449930v1	2025-08-27	Escherichia coli		JSMCR1					GCF_024499305.1-RS_2025_08_27	Complete Genome	2022-08-01		6	Escherichia coli
GCF_024499155.1	ASM2449915v1	2025-08-27	Escherichia coli		CPF6					GCF_024499155.1-RS_2025_08_27	Complete Genome	2022-08-01		11	Escherichia coli
GCF_024499175.1	ASM2449917v1	2025-08-27	Escherichia coli		CPE35					GCF_024499175.1-RS_2025_08_27	Complete Genome	2022-08-01		9	Escherichia coli
GCF_030717825.1	ASM3071782v1	2025-08-27	Escherichia coli		QML220614					GCF_030717825.1-RS_2025_08_27	Complete Genome	2023-08-13		2	Escherichia coli
GCF_001679985.1	ASM167998v1	2025-08-25	Escherichia coli		210205630					GCF_001679985.1-RS_2025_08_25	Complete Genome	2016-07-06		6	Escherichia coli
GCF_024331495.2	ASM2433149v2	2025-08-25	Escherichia coli		MLI106K2					GCF_024331495.2-RS_2025_08_25	Complete Genome	2023-02-08		4	Escherichia coli
GCF_024331345.2	ASM2433134v2	2025-08-25	Escherichia coli		MLI104K2					GCF_024331345.2-RS_2025_08_25	Complete Genome	2023-02-08		2	Escherichia coli
GCF_023370135.1	ASM2337013v1	2025-08-25	Escherichia coli		2-1					GCF_023370135.1-RS_2025_08_25	Complete Genome	2022-05-15		5	Escherichia coli
GCF_028551195.1	ASM2855119v1	2025-08-25	Escherichia coli		CUVM3					GCF_028551195.1-RS_2025_08_25	Complete Genome	2023-02-08		6	Escherichia coli
GCF_002077195.1	ASM207719v1	2025-08-25	Escherichia coli		FAM21845					GCF_002077195.1-RS_2025_08_25	Complete Genome	2017-04-03		6	Escherichia coli
GCF_018323825.1	ASM1832382v1	2025-08-25	Escherichia coli		Ec387					GCF_018323825.1-RS_2025_08_25	Complete Genome	2021-04-20		3	Escherichia coli
GCF_019211745.1	ASM1921174v1	2025-08-23	Escherichia coli		Sx181-0-1					GCF_019211745.1-RS_2025_08_23	Complete Genome	2021-07-14		2	Escherichia coli
GCF_030708015.1	ASM3070801v1	2025-08-22	Escherichia coli		R4					GCF_030708015.1-RS_2025_08_22	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030707995.1	ASM3070799v1	2025-08-22	Escherichia coli		R6					GCF_030707995.1-RS_2025_08_22	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030717525.1	ASM3071752v1	2025-08-22	Escherichia coli		GON1437					GCF_030717525.1-RS_2025_08_22	Complete Genome	2023-08-12		2	Escherichia coli
GCF_030717505.1	ASM3071750v1	2025-08-22	Escherichia coli		JCH8249					GCF_030717505.1-RS_2025_08_22	Complete Genome	2023-08-12		2	Escherichia coli
GCF_030717485.1	ASM3071748v1	2025-08-22	Escherichia coli		JCH767					GCF_030717485.1-RS_2025_08_22	Complete Genome	2023-08-12		1	Escherichia coli
GCF_030708055.1	ASM3070805v1	2025-08-22	Escherichia coli		R2					GCF_030708055.1-RS_2025_08_22	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030708375.1	ASM3070837v1	2025-08-22	Escherichia coli		DJH_137urine					GCF_030708375.1-RS_2025_08_22	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030708255.1	ASM3070825v1	2025-08-21	Escherichia coli		S6					GCF_030708255.1-RS_2025_08_21	Complete Genome	2023-08-10		3	Escherichia coli
GCF_030708155.1	ASM3070815v1	2025-08-21	Escherichia coli		S13					GCF_030708155.1-RS_2025_08_21	Complete Genome	2023-08-10		3	Escherichia coli
GCF_030708175.1	ASM3070817v1	2025-08-21	Escherichia coli		S12					GCF_030708175.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030708135.1	ASM3070813v1	2025-08-21	Escherichia coli		S14					GCF_030708135.1-RS_2025_08_21	Complete Genome	2023-08-10		3	Escherichia coli
GCF_030708275.1	ASM3070827v1	2025-08-21	Escherichia coli		S5					GCF_030708275.1-RS_2025_08_21	Complete Genome	2023-08-10		3	Escherichia coli
GCF_030708235.1	ASM3070823v1	2025-08-21	Escherichia coli		S7					GCF_030708235.1-RS_2025_08_21	Complete Genome	2023-08-10		6	Escherichia coli
GCF_030708215.1	ASM3070821v1	2025-08-21	Escherichia coli		S8					GCF_030708215.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030708535.1	ASM3070853v1	2025-08-21	Escherichia coli		R14					GCF_030708535.1-RS_2025_08_21	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030707875.1	ASM3070787v1	2025-08-21	Escherichia coli		R12					GCF_030707875.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030708295.1	ASM3070829v1	2025-08-21	Escherichia coli		S4					GCF_030708295.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030707915.1	ASM3070791v1	2025-08-21	Escherichia coli		R10					GCF_030707915.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030708315.1	ASM3070831v1	2025-08-21	Escherichia coli		S3					GCF_030708315.1-RS_2025_08_21	Complete Genome	2023-08-10		1	Escherichia coli
GCF_030707855.1	ASM3070785v1	2025-08-21	Escherichia coli		R13					GCF_030707855.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030707895.1	ASM3070789v1	2025-08-21	Escherichia coli		R11					GCF_030707895.1-RS_2025_08_21	Complete Genome	2023-08-10		7	Escherichia coli
GCF_030707975.1	ASM3070797v1	2025-08-21	Escherichia coli		R7					GCF_030707975.1-RS_2025_08_21	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030708335.1	ASM3070833v1	2025-08-21	Escherichia coli		S2					GCF_030708335.1-RS_2025_08_21	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030707935.1	ASM3070793v1	2025-08-21	Escherichia coli		R9					GCF_030707935.1-RS_2025_08_21	Complete Genome	2023-08-10		8	Escherichia coli
GCF_030707955.1	ASM3070795v1	2025-08-21	Escherichia coli		R8					GCF_030707955.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030708195.1	ASM3070819v1	2025-08-21	Escherichia coli		S9					GCF_030708195.1-RS_2025_08_21	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030708395.1	ASM3070839v1	2025-08-21	Escherichia coli		DJH_183sputum					GCF_030708395.1-RS_2025_08_21	Complete Genome	2023-08-10		3	Escherichia coli
GCF_024467035.1	ASM2446703v1	2025-08-21	Escherichia coli		M171-1					GCF_024467035.1-RS_2025_08_21	Complete Genome	2022-07-28		3	Escherichia coli
GCF_052122755.1	ASM5212275v1	2025-08-19	Escherichia coli		2020N21-110-15					GCF_052122755.1-RS_2025_08_19	Complete Genome	2025-08-19	JBQJRS01	21	Escherichia coli
GCF_052122845.1	ASM5212284v1	2025-08-19	Escherichia coli		2020N21-110-24					GCF_052122845.1-RS_2025_08_19	Complete Genome	2025-08-19	JBQJRT01	15	Escherichia coli
GCF_024496165.1	ASM2449616v1	2025-08-27	Klebsiella pneumoniae		hvKP340					GCF_024496165.1-RS_2025_08_27	Complete Genome	2022-07-31		8	Klebsiella pneumoniae
GCF_030717705.1	ASM3071770v1	2025-08-27	Klebsiella pneumoniae		CRKP-B8					GCF_030717705.1-RS_2025_08_27	Complete Genome	2023-08-13		6	Klebsiella pneumoniae
GCF_024496125.1	ASM2449612v1	2025-08-27	Klebsiella pneumoniae		hvKP323					GCF_024496125.1-RS_2025_08_27	Complete Genome	2022-07-31		6	Klebsiella pneumoniae
GCF_024496185.1	ASM2449618v1	2025-08-27	Klebsiella pneumoniae		hvKP841					GCF_024496185.1-RS_2025_08_27	Complete Genome	2022-07-31		6	Klebsiella pneumoniae
GCF_030717725.1	ASM3071772v1	2025-08-27	Klebsiella pneumoniae		CRKP-F1					GCF_030717725.1-RS_2025_08_27	Complete Genome	2023-08-13		6	Klebsiella pneumoniae
